giga_id_school,education_level,latitude,longitude,electricity_availability,internet_availability,connectivity_type,fiber_node_distance,nearest_LTE_distance,nearest_UMTS_distance,nearest_GSM_distance,twoG,threeG,fourG
35301d65-2530-4ba1-b5e1-3af9845f713c,Primary,-2.60906,29.48275,ON GRID,USB_MODEM,3G,9.33,61.48,2.45,2.68,1,0,1
2a52e270-3c68-48e4-9211-3716a42bcaf9,Secondary,-2.64594,29.56797,ON GRID,FOUR_G,4G,2.26,68.18,0.84,0.9,1,0,1
7e1217bc-3737-429d-82cd-19a3f5601482,Other,-2.64197,29.55256,OFF GRID,NONE,None,1.74,67.18,1.16,1.2,1,0,1
7754ac79-0964-4d96-a731-1fee7eb1755b,Primary,-2.64078,29.55378,ON GRID,USB_MODEM,3G,1.89,67.1,1.15,1.26,1,0,1
b52a6ce6-acf4-4e73-9318-d326b6762961,Secondary,-2.639555556,29.55180556,ON GRID,WIMAX,3.5G,2,66.9,1.4,1.48,1,0,1
43ec1d83-9f41-4fc5-8d18-d7b1082e96b1,Primary,-2.60594,29.547,ON GRID,USB_MODEM,3G,5.74,63.22,4.94,5.08,1,0,1
cf7eeaef-d807-4f61-a143-2967010008f9,Secondary,-2.59675,29.54602778,ON GRID,USB_MODEM,3G,6.76,62.23,5.94,6.09,1,0,1
84fbcd05-6cd8-4b4d-ab4e-4e25c9197d5f,Secondary,-2.59675,29.54603,ON GRID,FOUR_G,4G,6.76,62.23,5.94,6.09,1,0,1
8117ca7e-7450-4c0d-8a74-e98874a2485e,Secondary,-2.59459,29.56184,ON GRID,FOUR_G,4G,7.07,62.64,5.95,6.1,1,0,1
b2af6c77-0199-4017-a4f2-e57fb407e526,Primary,-2.58406,29.56028,ON GRID,USB_MODEM,3G,8.2,61.5,7.11,7.27,1,0,1
73a43fa5-0542-462d-adca-b93f8b4c633e,Secondary,-2.56867,29.56333,ON GRID,FOUR_G,4G,9.93,60.06,8.82,7.09,1,0,1
be3c8cec-cc91-4bf3-a609-2da8899fa370,Primary,-2.608166667,29.51552778,ON GRID,FOUR_G,4G,6.77,62.35,3.94,3.92,1,0,1
14d58a36-0730-4196-bd1d-08a4b3a4d83d,Primary,-2.582611111,29.51769444,ON GRID,FOUR_G,4G,9.1,59.72,6.24,6.39,1,0,1
a9cef32e-eab1-4fce-a3b1-449ff0dc3fd6,Primary,-2.582611111,29.51769444,ON GRID,USB_MODEM,3G,9.1,59.72,6.24,6.39,1,0,1
b77d81bf-798d-4060-aa96-25e5f01aa1ab,Primary,-2.58008,29.49564,ON GRID,FOUR_G,4G,10.58,58.74,5.64,6.03,1,0,1
70e7e04f-da21-4251-9a16-8883a3af9ca6,Primary,-2.579777778,29.46305556,ON GRID,USB_MODEM,3G,13.06,57.83,6.26,5.82,1,0,1
18803b0c-6a00-43d1-8d11-4b5d1d17eae4,Primary,-2.57189,29.52383,ON GRID,USB_MODEM,3G,9.97,58.81,7.61,5.27,1,0,1
39c7fc18-f2f1-406b-b099-4ef9301d1a43,Secondary,-2.56908,29.50953,ON GRID,WIMAX,3.5G,10.84,58.02,7.21,4.96,1,0,1
6b8122f4-dadf-4bc2-bd01-d9cc8c72d5ba,Secondary,-2.56746,29.525788,ON GRID,FOUR_G,4G,10.37,58.42,8.14,4.82,1,0,1
22f4fa90-f0ef-4b7e-8fdd-af38b34f40d0,Primary,-2.55847,29.47306,ON GRID,NONE,None,14,55.79,8.14,5.02,1,0,1
a5f9e1f7-d77f-4161-ae50-4d71374af5ac,Secondary,-2.54275,29.48358,ON GRID,USB_MODEM,3G,13.03,54.41,6.7,3.21,1,0,1
a42d2800-13aa-4529-845d-13e11a99472b,Secondary,-2.664305556,29.46205556,ON GRID,USB_MODEM,3G,9.95,65.09,4.72,3.69,1,0,1
97d9e0f9-6281-41e3-9705-f8d63da94158,Primary,-2.63575,29.46239,ON GRID,FOUR_G,4G,10.18,63.87,2.9,0.96,1,0,1
e2a8254c-024e-41e8-84a1-47e03eea2ffe,Primary,-2.62006,29.44219,ON GRID,FOUR_G,4G,12.83,61.7,5.22,3.37,0,0,0
8e3ebc39-9611-4e6b-b61b-7f78bfc342f0,Secondary,-2.56992,29.46056,ON GRID,USB_MODEM,3G,14,56.7,7.36,6.61,1,0,1
de897cad-9ec6-4771-a50d-b93c7e57b6d7,Secondary,-2.51869,29.44175,ON GRID,WIMAX,3.5G,16.1,50.73,8.63,4.41,1,0,1
4b911286-04ef-4aec-8639-e9ee8c9ba694,Primary,-2.517833333,29.45833333,ON GRID,USB_MODEM,3G,14.31,51.03,6.9,2.57,1,0,1
8f94383e-5e07-494b-80da-66d87b5701af,Primary,-2.50417,29.43447,OFF GRID,NONE,None,16.5,49,8.98,5.3,1,0,1
6888098b-0c60-4ac9-94da-c3bfe857eb19,Primary,-2.504166667,29.43447222,ON GRID,USB_MODEM,3G,16.5,49,8.98,5.3,1,0,1
5ab0ecd4-d610-4c4d-8ea4-0fb4ce778dc5,Primary,-2.497111111,29.45713889,OFF GRID,NONE,None,13.88,48.78,6.38,2.89,1,0,1
f6021db5-f626-4632-ae69-643608bee736,Primary,-2.47675,29.44602778,ON GRID,USB_MODEM,3G,14.91,46.3,7.72,4.98,1,0,1
eed807f1-db4b-4860-8ac1-756f22cda078,Secondary,-2.568666667,29.56333333,ON GRID,USB_MODEM,3G,9.93,60.06,8.82,7.09,1,0,1
3b61f616-2043-45b5-9ace-9d4da2df090f,Secondary,-2.56061,29.53758,ON GRID,FOUR_G,4G,10.49,58.16,8.18,4.58,1,0,1
33d6cc1a-040a-4eb4-b736-a51c7dea7408,Primary,-2.552611111,29.54213889,ON GRID,USB_MODEM,3G,9.47,57.52,7.55,4.17,1,0,1
1865848c-b1a9-431b-a038-82e808d01c00,Secondary,-2.528833333,29.57691667,ON GRID,USB_MODEM,3G,5.86,56.68,5.45,4.55,1,0,1
551ead4d-5a63-4b35-bba2-78c8cfba159b,Secondary,-2.52883,29.57692,ON GRID,FOUR_G,4G,5.86,56.68,5.45,4.55,1,0,1
d193dd87-b39c-4a61-9bbd-f3d3a422353d,Primary,-2.52861,29.56094,ON GRID,NONE,None,6.2,55.9,5.15,4.5,1,0,1
4879cfad-08b6-4ede-91d1-0674a7c0379b,Primary,-2.527530547,29.575286,ON GRID,NONE,None,5.73,56.47,5.36,4.63,1,0,1
5a231140-0658-438a-a0ba-f0230bc0e259,Primary,-2.52464,29.54314,ON GRID,NONE,None,6.78,54.7,4.67,2.6,1,0,1
2ded8da7-024d-4222-9887-9c7048ccc022,Primary,-2.524638889,29.54313889,ON GRID,USB_MODEM,3G,6.78,54.7,4.67,2.6,1,0,1
c3dc689d-7c86-428a-a5b0-a787f662b8fd,Primary,-2.51061,29.55428,ON GRID,NONE,None,4.79,53.78,3.14,3.18,1,0,1
eba7c33c-1794-40e4-81b5-f88704219dfa,Primary,-2.536055556,29.46869444,ON GRID,USB_MODEM,3G,14.06,53.27,7.13,2.82,1,0,1
7b87ba8c-eacf-48ea-af71-986dd959f637,Primary,-2.524666667,29.51947222,ON GRID,USB_MODEM,3G,8.63,53.73,3.83,0.29,1,0,1
7f742915-b0ef-4357-add6-2ff5914d4db5,Primary,-2.52211,29.47275,ON GRID,NONE,None,12.99,51.89,5.78,1.31,1,0,1
83db49bb-15a1-488d-b541-04dba9fbff19,Primary,-2.518611111,29.49594444,ON GRID,USB_MODEM,3G,10.48,52.24,3.71,1.44,1,0,1
16fd3a11-37ad-469f-a96c-e03688973be5,Primary,-2.51861,29.49594,ON GRID,NONE,None,10.48,52.24,3.71,1.44,1,0,1
04ad7ab1-cb7b-4f28-832e-56ba8e149349,Secondary,-2.515,29.48216667,OFF GRID,NONE,None,11.72,51.41,4.47,0.18,1,0,1
61ab3313-15f4-451f-a0d6-bf9260e173e9,Primary,-2.5063333,29.4906388,ON GRID,NONE,None,10.5,50.77,3.14,0.09,1,0,1
b06ba3dc-a1b9-4ddc-b00b-3c0db0335e03,Secondary,-2.50275,29.4770833,ON GRID,FOUR_G,4G,11.84,49.95,4.33,0.6,1,0,1
dd967d21-a399-42b9-9c29-5d56cf92c803,Secondary,-2.502138889,29.51119444,ON GRID,USB_MODEM,3G,8.19,51.08,1.33,0.3,1,0,1
d05d817c-25f1-43df-99d3-4cc0a6e59178,Primary,-2.49475,29.47975,ON GRID,USB_MODEM,3G,11.35,49.19,3.85,0.94,1,0,1
a64a4acc-18c1-4db0-ad6b-12bf74874650,Primary,-2.71083,29.02764,ON GRID,NONE,None,6.11,27.72,26.37,2.73,1,0,1
728f3569-f9c9-4337-af27-837395962299,Secondary,-2.70528,29.04214,ON GRID,NONE,None,4.92,28.05,26.27,4.08,1,0,1
f74ebd14-7b40-44b6-b0b2-4f3ac924040d,Primary,-2.702083333,29.02213889,ON GRID,USB_MODEM,3G,5.66,26.57,25.28,1.83,1,0,1
857fd8a5-c512-48ec-a9d1-b0af2509df02,Primary,-2.70208,29.02214,OFF GRID,NONE,None,5.66,26.57,25.28,1.83,1,0,1
cd886bec-95c7-419e-96b6-23ad9b0ce719,Primary,-2.70044,29.02044,OFF GRID,NONE,None,5.64,26.32,25.06,1.62,1,0,1
6cbe4056-8071-47cc-8e41-87f2bab27959,Primary,-2.69917,29.01111,OFF GRID,NONE,None,6.29,25.69,24.69,0.57,1,0,1
ec7dac6e-4e1e-4947-a1b3-97b9c6cd63e0,Secondary,-2.69908,29.00997,ON GRID,FOUR_G,4G,6.38,25.62,24.65,0.45,1,0,1
77d9c9e0-7f95-49c6-b2d2-9ed01647f947,Primary,-2.69744,29.00544,ON GRID,NONE,None,6.67,25.23,24.37,0.2,1,0,1
4eb831dd-d205-4e55-a923-f628c0efea81,Secondary,-2.69519,29.01131,ON GRID,NONE,None,6,25.32,24.26,0.74,1,0,1
80b7f840-088c-4fdf-8a0f-b20e5c7b9c56,Primary,-2.6948055,29.0108888,OFF GRID,NONE,None,6.01,25.26,24.21,0.73,1,0,1
e687ea75-b7f2-4a43-88f5-23698c915215,Primary,-2.68881,29.00369,OFF GRID,NONE,None,6.34,24.29,23.4,1.18,1,0,1
ffff09d3-ae41-4967-8b6c-fdd519671e31,Primary,-2.67661,28.94894,ON GRID,USB_MODEM,3G,11.83,20.81,20.63,3.41,1,0,1
b4300e1a-f1d7-4b89-bb77-788c1a2788e1,Secondary,-2.67158,29.01075,ON GRID,NONE,None,4.95,23.03,21.7,3.1,1,0,1
4653d299-23f1-42de-8797-0c320272aed8,Primary,-2.669361111,28.95216667,ON GRID,NONE,None,11.39,20.13,20.04,2.71,1,0,1
0dcd5f3c-fe09-4a52-a34e-2df458263c91,Primary,-2.656861111,28.94138889,ON GRID,NONE,None,12.58,18.48,18.29,3.68,1,0,1
cc72e4b2-5726-4979-b22e-bbd6ddabdd3f,Primary,-2.65611,29.03169,ON GRID,NONE,None,2.62,22.99,20.76,5.35,1,0,1
50c23122-ed29-4400-a9a9-f41dee373edc,Primary,-2.6559,28.99058,OFF GRID,NONE,None,7.13,20.4,19.57,1.84,1,0,1
ef32ce41-185a-44d8-92b7-5f1f2c06423d,Primary,-2.65472,28.967356,OFF GRID,NONE,None,9.71,19.16,19.1,0.94,1,0,1
08cbf4b3-05d5-4c77-abaa-5d1e9d8a51ac,Secondary,-2.65469,29.04608,OFF GRID,NONE,None,1.26,23.91,21.24,6.06,1,0,1
34b4a1b7-844f-4229-bd0a-ab6ef15a9f92,Primary,-2.65303,28.90897,OFF GRID,NONE,None,16.2,17.54,16.76,6.92,1,0,0
b7f72c24-8092-4eab-94c8-d6cc443e5b02,Secondary,-2.647361111,28.94358333,ON GRID,WIMAX,3.5G,12.43,17.53,17.43,3.67,1,0,1
7bb5ac6c-9597-4d92-9bc4-60467e82a119,Secondary,-2.64736,28.94358,ON GRID,USB_MODEM,3G,12.43,17.53,17.43,3.67,1,0,1
076681dc-d566-49fd-bfa4-fd7c3b55291e,Secondary,-2.64425,28.92716667,ON GRID,USB_MODEM,3G,14.29,16.79,16.41,5.51,1,0,1
81d5b4d4-f512-4a3d-8a07-cc227102ab09,Secondary,-2.64206,29.01353,ON GRID,FOUR_G,4G,5.07,20.52,18.63,2.94,1,0,1
0cad2918-c8f7-4938-be17-b57bf60fb315,Secondary,-2.641694444,29.01061111,ON GRID,USB_MODEM,3G,5.38,20.29,18.5,2.78,1,0,1
c5632a6c-0182-4e62-b8e4-80915745c681,Secondary,-2.64169,29.01061,ON GRID,WIMAX,3.5G,5.38,20.29,18.5,2.78,1,0,1
1eee848d-eb13-4800-8f8c-ca111b0045eb,Secondary,-2.63922,28.95386,ON GRID,FIBER OPTIC,fibre,11.47,17.02,16.97,3.19,1,0,1
9120e4a1-0559-4255-afd2-7664c86f76c1,Primary,-2.636666667,29.00438889,ON GRID,USB_MODEM,3G,6.25,19.43,17.78,2.06,1,0,1
ac324a57-c92b-4024-ad28-b736ca5c9e0c,Primary,-2.63275,29.03667,OFF GRID,NONE,None,3.83,21.43,18.6,3.56,1,0,1
83160f7c-96c1-4763-81c8-321d4de769a1,Secondary,-2.632305556,28.94458333,ON GRID,NONE,None,12.66,15.96,15.92,4.38,1,0,1
b61e42af-eb6c-4e53-bf5e-13ed7426d0eb,Secondary,-2.63078,28.97731,ON GRID,USB_MODEM,3G,9.26,17.25,16.64,3.06,1,0,1
dd851ead-bc06-453d-8ebf-c5f25ea6cc7a,Secondary,-2.62564,29.022,ON GRID,USB_MODEM,3G,5.44,19.73,17.23,1.88,1,0,1
0f6c44f4-7643-4258-bc14-a1371552c6cf,Primary,-2.62383,28.91889,OFF GRID,NONE,None,15.18,14.42,13.97,3.51,1,0,0
93f39007-59c6-493a-8d1d-73ed83e890a4,Primary,-2.618638889,29.016,ON GRID,USB_MODEM,3G,6.46,18.71,16.27,0.88,1,0,1
251a1c96-81b8-4a27-970e-86514976f645,Primary,-2.6186388,29.016,ON GRID,NONE,None,6.46,18.71,16.27,0.88,1,0,1
91e62e02-0a07-4c09-b5c5-de70296b10d3,Secondary,-2.61775,29.04661,ON GRID,NONE,None,5.02,21.11,17.66,3.82,1,0,1
85033765-122c-4516-93d3-a4104d04aac5,Secondary,-2.61564,28.99106,OFF GRID,NONE,None,8.74,16.68,15.19,1.23,1,0,1
a24db023-9f60-4fbe-b2fe-3f98ea03a114,Secondary,-2.6147777,28.9481666,ON GRID,WIMAX,3.5G,12.94,14.26,14.21,2.86,1,0,1
2d0666e5-ca4b-4a48-b916-c367e1e3ffd5,Primary,-2.61378,28.93828,OFF GRID,NONE,None,13.99,13.8,13.75,2.22,1,0,1
d3d05af9-de33-4acb-84f2-632b2308c728,Primary,-2.612361111,28.94783333,ON GRID,NONE,None,13.08,14,13.95,2.63,1,0,1
41df077b-01fd-47c6-988b-3974cb21db37,Primary,-2.612,29.01544,ON GRID,NONE,None,7.07,18.13,15.56,0.3,1,0,1
44816fec-1597-4738-8344-74ba69fa3133,Secondary,-2.61161,29.01719,ON GRID,WIMAX,3.5G,6.98,18.24,15.59,0.49,1,0,1
74682b9a-de1b-4f0b-a18e-064534e8066a,Primary,-2.6105555,29.0079166,ON GRID,NONE,None,7.73,17.44,15.12,0.55,1,0,1
57410737-c9a0-427e-8c82-b55560864220,Primary,-2.6084444,29.0041111,ON GRID,NONE,None,8.18,16.99,14.77,0.78,1,0,1
f1701559-e2c0-46bd-91dc-61261a87b394,Primary,-2.60206,28.98139,ON GRID,NONE,None,10.51,14.83,13.53,2.89,1,0,1
b58e5f29-51a2-4168-97ba-08ba63c3bad4,Primary,-2.601194444,29.05377778,ON GRID,USB_MODEM,3G,6.78,20.63,16.31,4.69,1,0,1
7d46d990-790c-4053-bfe6-1f83eb544747,Primary,-2.6011944,29.0537777,ON GRID,USB_MODEM,3G,6.78,20.63,16.31,4.69,1,0,1
f0f99663-1cf0-4abe-a0d3-d8215fb9ebdd,Primary,-2.600972222,28.96522222,OFF GRID,NONE,None,12.02,13.73,13.28,3.78,1,0,1
0a016db3-c331-4213-a6cf-95db8d12b73b,Secondary,-2.59861,28.91758,ON GRID,NONE,None,12.41,11.64,11.33,1.64,1,0,1
88c65ef2-c73d-4787-b2d4-396547c0da03,Secondary,-2.59856,28.93303,ON GRID,NONE,None,12.82,12.02,11.97,0.43,1,0,1
18b38092-2f4b-4772-a446-5ef9805299c3,Primary,-2.62261,29.23381,ON GRID,NONE,None,20.44,39.56,16.43,15.86,0,0,1
26bbfd6f-a9da-4843-87b2-ba6e9c639af8,Primary,-2.6190277,29.22175,ON GRID,NONE,None,19.22,38.17,15.78,14.48,0,0,1
5aa45d03-6984-404c-a141-42cfb6d4fd44,Secondary,-2.61433,29.21042,ON GRID,FOUR_G,4G,18.15,36.81,15.11,13.12,0,0,1
1d72ac3f-3d92-45f9-a2d2-0fe1ece153fb,Primary,-2.61094,29.20867,ON GRID,USB_MODEM,3G,18.08,36.49,14.72,12.78,0,0,1
6f484595-dc12-459b-bed3-1f2e5fe659d0,Primary,-2.60036,29.17872,ON GRID,NONE,None,15.44,32.96,13.72,9.29,1,0,1
f7879559-f359-4dbb-8dd7-19b4c4fd68b9,Primary,-2.59183,29.18286,ON GRID,USB_MODEM,3G,16.29,33.08,12.71,9.29,0,0,1
8bf39747-a755-4b98-8536-a2c7848394d5,Secondary,-2.58928,29.18447,ON GRID,WIMAX,3.5G,16.58,33.16,12.41,9.35,0,0,1
812bc534-e286-4c66-bba5-d17464db4fc4,Secondary,-2.58872,29.12494,OFF GRID,NONE,None,11.32,26.93,14.78,3.88,1,0,1
ee1d2e42-9451-435c-915c-61ed30eab093,Secondary,-2.58853,29.17344,ON GRID,NONE,None,15.56,31.97,12.55,8.18,1,0,1
2a3f35b2-1fc4-4bef-95b7-62ebee805bbd,Primary,-2.58425,29.07878,ON GRID,NONE,None,9.07,22.06,13.95,4.09,1,0,1
9937fe75-9999-4db1-8635-685cd74552a6,Secondary,-2.5965277,29.0053333,ON GRID,WIMAX,3.5G,9.11,16.13,13.56,0.29,1,0,1
aac4180f-9c06-4f8e-8e7d-dedd07a4d9b3,Primary,-2.59019,28.988,OFF GRID,NONE,None,10.88,14.29,12.36,2.21,1,0,1
2d9821be-28af-4615-8cb0-499b24f651df,Secondary,-2.58653,28.97694,ON GRID,NONE,None,12.03,13.17,11.76,3.5,1,0,1
7547902b-0187-40bb-8ebc-780535ef4a39,Secondary,-2.58506,29.05106,ON GRID,NONE,None,8.57,19.4,14.69,4.62,1,0,1
1b67d2fa-5fd7-4dc4-87be-4d9679b22547,Secondary,-2.57678,28.91756,OFF GRID,NONE,None,10.04,9.26,9.18,2.55,1,0,1
b375bd53-b96d-452c-aa1e-403d6402ab0b,Primary,-2.57436,28.95639,ON GRID,NONE,None,11.55,10.72,10.38,3.55,1,0,1
0ede0d02-cdee-43b6-8df0-df87396304f9,Secondary,-2.57356,28.95683,OFF GRID,NONE,None,11.51,10.68,10.29,3.64,1,0,1
7c43c34c-c158-49b4-b366-ebb60e1fb562,Primary,-2.573361111,29.04691667,ON GRID,NONE,None,9.89,18.36,13.64,4.77,1,0,1
8e47901e-a396-4a45-9c21-21db5a91061f,Secondary,-2.57272,29.03431,ON GRID,WIMAX,3.5G,10.18,17.1,12.77,3.74,1,0,1
f1a635d7-7696-4751-91e6-c062d53da8b4,Primary,-2.5722777,28.9643055,ON GRID,FOUR_G,4G,11.89,11.07,10.11,4.39,1,0,1
27dbf990-a056-4231-9da4-f25dc1efce89,Primary,-2.58419,29.14769,OFF GRID,NONE,None,13.52,29.11,13.07,5.4,0,0,1
fdaa21ea-4b1f-4909-b169-c3a6b5a49aa7,Primary,-2.5741388,29.0595555,OFF GRID,NONE,None,9.79,19.65,13.26,5.41,1,0,1
